Aniline,Ligand,Additive,Base,Aryl halide,Product,Yield
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6172597738000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6353604944
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.3844240466
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3460429695
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0081239337
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.4101536377
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1ccon1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7529152855
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.44782700579999996
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.2222340072
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.28277476420000003
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7410582410000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.590740653
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6480559966
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CN1CCCN2C1=NCCC2,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.9454981251
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.5407334238
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.09109122278
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.1349999802
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.01402918235
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)noc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.1446827704
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.07938107708
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.4917268474
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CN1CCCN2C1=NCCC2,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.036094344730000005
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)OC,CN(C(=NC(C)(C)C)N(C)C)C,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.4552130306
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.6939495874000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1ccco1,CN1CCCN2C1=NCCC2,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.7709161451000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)OC,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.7051359376999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.006952974979999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.7014060434
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.7461155281999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.167341519
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.630697188
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)n1cccc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.08955312406999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1noc(c1)c1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.5020384511
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)OC,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.02782548169
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1333632103
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.02871965335
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.030312739280000008
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.17783869330000002
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.07593500734
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.3292776022
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN1CCCN2C1=NCCC2,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.7372948461
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.9575260589
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.494018977
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.16255147990000002
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.3139385907
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)OC,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.4785301388
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.04385154303
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.6054913452
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Fc1cccc(c1c1ccno1)F,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.595664451
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)noc2,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.0
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7423566845999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.23066914019999998
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CN1CCCN2C1=NCCC2,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.2593974836
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1ccon1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.00786255311
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.07343376414
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.16690676629999998
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.2493961347
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.3117670784
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.02534585496
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CN1CCCN2C1=NCCC2,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.16571623929999998
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.6299169097999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0064714493
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Fc1cccc(c1c1ccno1)F,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.04656693452
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)OC,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3489766998
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3955792883
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)noc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.032809805170000005
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN1CCCN2C1=NCCC2,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.7904497322999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CN1CCCN2C1=NCCC2,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.2732636453
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.12692279050000002
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.09330486935
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.2118588073
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccno1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.07259820865
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1noc(c1)c1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.5058160419
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)OC,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3533279168
